date,r,c,y
2025-02-22,534,868,0
2025-02-22,541,856,0
2025-02-22,553,872,0
2025-02-22,554,874,0
2025-02-22,556,856,0
2025-02-22,572,841,0
2025-02-22,573,860,0
2025-02-22,517,897,0
2025-02-22,518,898,0
2025-02-22,522,896,0
2025-02-22,547,958,0
2025-02-22,550,921,0
2025-02-22,552,923,0
2025-02-22,537,964,0
2025-02-22,528,1075,0
2025-02-22,551,1040,0
2025-02-22,552,1039,0
2025-02-22,571,1073,0
2025-02-22,574,1076,0
2025-02-22,531,1094,0
2025-02-22,543,1150,0
2025-02-22,549,1117,0
2025-02-22,550,1099,0
2025-02-22,555,1142,0
2025-02-22,563,1107,0
2025-02-22,563,1111,0
2025-02-22,576,874,0
2025-02-22,591,887,0
2025-02-22,619,876,0
2025-02-22,628,877,0
2025-02-22,632,882,0
2025-02-22,634,889,0
2025-02-22,581,907,0
2025-02-22,586,904,0
2025-02-22,605,925,0
2025-02-22,606,959,0
2025-02-22,621,943,0
2025-02-22,621,959,0
2025-02-22,635,914,0
2025-02-22,638,938,0
2025-02-22,638,958,0
2025-02-22,583,993,0
2025-02-22,585,978,0
2025-02-22,600,1020,0
2025-02-22,609,993,0
2025-02-22,614,980,0
2025-02-22,614,1021,0
2025-02-22,618,999,0
2025-02-22,620,986,0
2025-02-22,630,1008,0
2025-02-22,634,1006,0
2025-02-22,636,974,0
2025-02-22,636,1009,0
2025-02-22,637,972,0
2025-02-22,580,1057,0
2025-02-22,588,1041,0
2025-02-22,589,1066,0
2025-02-22,590,1072,0
2025-02-22,602,1066,0
2025-02-22,604,1029,0
2025-02-22,611,1049,0
2025-02-22,611,1070,0
2025-02-22,616,1065,0
2025-02-22,631,1033,0
2025-02-22,588,1123,0
2025-02-22,604,1109,0
2025-02-22,624,1103,0
2025-02-22,629,1098,0
2025-02-22,630,1111,0
2025-02-22,634,1123,0
2025-02-22,661,884,0
2025-02-22,651,952,0
2025-02-22,655,941,0
2025-02-22,655,957,0
2025-02-22,670,899,0
2025-02-22,670,902,0
2025-02-22,675,920,0
2025-02-22,682,942,0
2025-02-22,683,940,0
2025-02-22,687,947,0
2025-02-22,687,955,0
2025-02-22,693,952,0
2025-02-22,640,969,0
2025-02-22,648,987,0
2025-02-22,657,985,0
2025-02-22,659,994,0
2025-02-22,659,1009,0
2025-02-22,665,989,0
2025-02-22,670,1014,0
2025-02-22,680,965,0
2025-02-22,682,968,0
2025-02-22,686,1000,0
2025-02-22,690,985,0
2025-02-22,691,1008,0
2025-02-22,644,1072,0
2025-02-22,644,1086,0
2025-02-22,646,1083,0
2025-02-22,647,1032,0
2025-02-22,666,1067,0
2025-02-22,678,1061,0
2025-02-22,680,1043,0
2025-02-22,693,1025,0
2025-02-22,654,1104,0
2025-02-22,687,1102,0
2025-02-22,688,1109,0
2025-02-22,708,952,0
2025-02-22,747,955,0
2025-02-22,722,962,0
2025-02-22,733,999,0
2025-02-22,742,1001,0
2025-02-22,743,1014,0
2025-02-22,744,1002,0
2025-02-22,762,1023,0
2025-02-22,763,963,0
2025-02-22,705,1034,0
2025-02-22,705,1086,0
2025-02-22,715,1066,0
2025-02-22,716,1079,0
2025-02-22,719,1080,0
2025-02-22,724,1076,0
2025-02-22,728,1057,0
2025-02-22,729,1040,0
2025-02-22,741,1050,0
2025-02-22,741,1053,0
2025-02-22,741,1085,0
2025-02-22,742,1074,0
2025-02-22,743,1034,0
2025-02-22,753,1051,0
2025-02-22,756,1082,0
2025-02-22,749,1095,0
2025-02-22,753,1110,0
2025-02-22,756,1096,0
2025-02-22,774,996,0
2025-02-22,778,1014,0
2025-02-22,781,1001,0
2025-02-22,784,984,0
2025-02-22,787,1003,0
2025-02-22,796,989,0
2025-02-22,801,1018,0
2025-02-22,768,1048,0
2025-02-22,776,1028,0
2025-02-22,778,1029,0
2025-02-22,779,1059,0
2025-02-22,785,1033,0
2025-02-22,787,1082,0
2025-02-22,788,1044,0
2025-02-22,788,1087,0
2025-02-22,790,1086,0
2025-02-22,793,1056,0
2025-02-22,795,1051,0
2025-02-22,803,1067,0
2025-02-22,807,1064,0
2025-02-27,33,320,0
2025-02-27,50,335,0
2025-02-27,56,336,0
2025-02-27,68,356,0
2025-02-27,73,336,0
2025-02-27,74,353,0
2025-02-27,75,334,0
2025-02-27,80,340,0
2025-02-27,93,372,0
2025-02-27,99,364,0
2025-02-27,103,352,0
2025-02-27,107,325,0
2025-02-27,126,379,0
2025-02-27,94,409,0
2025-02-27,105,402,0
2025-02-27,108,392,0
2025-02-27,110,390,0
2025-02-27,110,402,0
2025-02-27,115,438,0
2025-02-27,125,423,0
2025-02-27,104,462,0
2025-02-27,105,487,0
2025-02-27,108,486,0
2025-02-27,109,504,0
2025-02-27,121,515,0
2025-02-27,84,684,0
2025-02-27,84,693,0
2025-02-27,85,690,0
2025-02-27,90,678,0
2025-02-27,104,681,0
2025-02-27,114,647,0
2025-02-27,119,646,0
2025-02-27,94,705,0
2025-02-27,95,707,0
2025-02-27,126,704,0
2025-02-27,131,364,0
2025-02-27,132,356,0
2025-02-27,135,363,0
2025-02-27,144,355,0
2025-02-27,144,362,0
2025-02-27,151,373,0
2025-02-27,176,383,0
2025-02-27,130,436,0
2025-02-27,130,446,0
2025-02-27,151,408,0
2025-02-27,157,424,0
2025-02-27,158,404,0
2025-02-27,164,434,0
2025-02-27,168,386,0
2025-02-27,175,401,0
2025-02-27,175,409,0
2025-02-27,177,392,0
2025-02-27,189,399,0
2025-02-27,134,452,0
2025-02-27,137,497,0
2025-02-27,143,461,0
2025-02-27,144,482,0
2025-02-27,153,492,0
2025-02-27,167,471,0
2025-02-27,171,504,0
2025-02-27,176,456,0
2025-02-27,178,508,0
2025-02-27,132,519,0
2025-02-27,135,566,0
2025-02-27,136,542,0
2025-02-27,150,529,0
2025-02-27,153,551,0
2025-02-27,161,520,0
2025-02-27,161,565,0
2025-02-27,174,557,0
2025-02-27,174,574,0
2025-02-27,178,523,0
2025-02-27,179,575,0
2025-02-27,180,523,0
2025-02-27,186,518,0
2025-02-27,189,524,0
2025-02-27,191,529,0
2025-02-27,154,606,0
2025-02-27,160,602,0
2025-02-27,173,594,0
2025-02-27,181,586,0
2025-02-27,134,702,0
2025-02-27,139,674,0
2025-02-27,141,672,0
2025-02-27,162,642,0
2025-02-27,177,681,0
2025-02-27,180,675,0
2025-02-27,184,643,0
2025-02-27,191,670,0
2025-02-27,206,377,0
2025-02-27,222,363,0
2025-02-27,227,370,0
2025-02-27,215,426,0
2025-02-27,223,385,0
2025-02-27,203,455,0
2025-02-27,196,572,0
2025-02-27,202,540,0
2025-02-27,205,524,0
2025-02-27,209,513,0
2025-02-27,209,514,0
2025-02-27,217,554,0
2025-02-27,247,551,0
2025-02-27,251,545,0
2025-02-27,194,632,0
2025-02-27,195,622,0
2025-02-27,197,576,0
2025-02-27,199,583,0
2025-02-27,201,629,0
2025-02-27,209,622,0
2025-02-27,228,617,0
2025-02-27,241,629,0
2025-02-27,242,579,0
2025-02-27,248,588,0
2025-02-27,254,623,0
2025-02-27,255,581,0
2025-02-27,255,617,0
2025-02-27,205,662,0
2025-02-27,210,655,0
2025-02-27,221,699,0
2025-02-27,225,654,0
2025-02-27,227,692,0
2025-02-27,244,663,0
2025-02-27,256,561,0
2025-02-27,264,556,0
2025-02-27,293,552,0
2025-02-27,293,568,0
2025-02-27,305,553,0
2025-02-27,309,564,0
2025-02-27,260,602,0
2025-02-27,263,607,0
2025-02-27,264,589,0
2025-02-27,270,595,0
2025-02-27,275,605,0
2025-02-27,276,637,0
2025-02-27,281,637,0
2025-02-27,288,634,0
2025-02-27,290,596,0
2025-02-27,310,617,0
2025-02-27,318,613,0
2025-02-27,265,657,0
2025-02-27,272,695,0
2025-02-27,294,664,0
2025-02-27,294,678,0
2025-02-27,295,663,0
2025-02-27,301,666,0
2025-02-27,305,643,0
2025-02-27,309,677,0
2025-02-27,315,699,0
2025-02-27,277,752,0
2025-02-27,286,722,0
2025-02-27,286,736,0
2025-02-27,287,755,0
2025-02-27,291,706,0
2025-02-27,291,732,0
2025-02-27,295,716,0
2025-02-27,296,738,0
2025-02-27,300,727,0
2025-02-27,300,736,0
2025-02-27,306,722,0
2025-02-27,306,729,0
2025-02-27,332,591,0
2025-02-27,334,602,0
2025-02-27,343,580,0
2025-02-27,349,587,0
2025-02-27,375,683,0
2025-02-27,320,706,0
2025-02-27,334,721,0
2025-02-27,341,713,0
2025-02-27,342,744,0
2025-02-27,359,707,0
2025-02-27,366,707,0
2025-02-27,368,756,0
2025-02-27,373,767,0
2025-02-27,389,722,0
2025-02-27,396,747,0
2025-02-27,407,755,0
2025-02-27,427,716,0
2025-02-27,428,733,0
2025-02-27,429,762,0
2025-02-27,435,754,0
2025-02-27,438,740,0
2025-02-27,387,776,0
2025-02-27,397,772,0
2025-02-27,424,796,0
2025-02-27,425,805,0
2025-02-27,427,793,0
2025-02-27,442,784,0
2025-02-27,448,782,0
2025-02-27,474,777,0
2025-02-27,479,818,0
2025-02-27,483,800,0
2025-02-27,490,804,0
2025-02-27,492,786,0
2025-02-27,492,795,0
2025-02-27,493,826,0
2025-02-27,503,792,0
2025-02-27,507,795,0
2025-02-27,509,820,0
2025-02-27,466,845,0
2025-02-27,478,877,0
2025-02-27,491,849,0
2025-02-27,501,843,0
2025-02-27,507,851,0
2025-02-27,509,861,0
2025-02-27,508,910,0
2025-02-27,525,808,0
2025-02-27,528,830,0
2025-02-27,514,873,0
2025-02-27,520,842,0
2025-02-27,521,870,0
2025-02-27,532,884,0
2025-02-27,537,853,0
2025-02-27,557,841,0
2025-02-27,559,876,0
2025-02-27,567,864,0
2025-02-27,569,889,0
2025-02-27,571,892,0
2025-02-27,516,908,0
2025-02-27,519,927,0
2025-02-27,525,903,0
2025-02-27,538,913,0
2025-02-27,544,902,0
2025-02-27,544,938,0
2025-02-27,552,918,0
2025-02-27,557,943,0
2025-02-27,568,959,0
2025-02-27,573,917,0
2025-02-27,574,917,0
2025-02-27,547,1013,0
2025-02-27,551,1016,0
2025-02-27,561,980,0
2025-02-27,563,987,0
2025-02-27,566,993,0
2025-02-27,568,960,0
2025-02-27,546,1052,0
2025-02-27,548,1027,0
2025-02-27,560,1030,0
2025-02-27,563,1063,0
2025-02-27,567,1083,0
2025-02-27,522,1090,0
2025-02-27,524,1095,0
2025-02-27,542,1137,0
2025-02-27,543,1142,0
2025-02-27,544,1132,0
2025-02-27,552,1124,0
2025-02-27,558,1137,0
2025-02-27,561,1123,0
2025-02-27,567,1110,0
2025-02-27,574,1109,0
2025-02-27,575,1095,0
2025-02-27,575,1131,0
2025-02-27,546,1181,0
2025-02-27,549,1165,0
2025-02-27,553,1170,0
2025-02-27,554,1175,0
2025-02-27,556,1152,0
2025-02-27,557,1162,0
2025-02-27,558,1158,0
2025-02-27,595,894,0
2025-02-27,610,894,0
2025-02-27,625,892,0
2025-02-27,592,901,0
2025-02-27,593,941,0
2025-02-27,598,911,0
2025-02-27,606,913,0
2025-02-27,608,915,0
2025-02-27,610,915,0
2025-02-27,611,956,0
2025-02-27,630,915,0
2025-02-27,630,958,0
2025-02-27,637,904,0
2025-02-27,639,940,0
2025-02-27,585,989,0
2025-02-27,585,1016,0
2025-02-27,595,1011,0
2025-02-27,612,970,0
2025-02-27,612,991,0
2025-02-27,627,1022,0
2025-02-27,633,997,0
2025-02-27,639,980,0
2025-02-27,581,1027,0
2025-02-27,585,1042,0
2025-02-27,586,1083,0
2025-02-27,587,1038,0
2025-02-27,587,1086,0
2025-02-27,591,1087,0
2025-02-27,616,1047,0
2025-02-27,623,1080,0
2025-02-27,624,1041,0
2025-02-27,626,1076,0
2025-02-27,627,1073,0
2025-02-27,629,1054,0
2025-02-27,631,1026,0
2025-02-27,634,1083,0
2025-02-27,584,1120,0
2025-02-27,591,1122,0
2025-02-27,591,1127,0
2025-02-27,606,1115,0
2025-02-27,616,1096,0
2025-02-27,638,1113,0
2025-02-27,577,1154,0
2025-02-27,642,881,0
2025-02-27,644,874,0
2025-02-27,645,885,0
2025-02-27,644,944,0
2025-02-27,649,944,0
2025-02-27,650,913,0
2025-02-27,654,927,0
2025-02-27,656,912,0
2025-02-27,658,928,0
2025-02-27,665,923,0
2025-02-27,689,951,0
2025-02-27,700,933,0
2025-02-27,701,918,0
2025-02-27,656,1004,0
2025-02-27,660,966,0
2025-02-27,671,996,0
2025-02-27,677,965,0
2025-02-27,677,989,0
2025-02-27,677,1010,0
2025-02-27,694,1008,0
2025-02-27,697,965,0
2025-02-27,700,972,0
2025-02-27,644,1043,0
2025-02-27,659,1079,0
2025-02-27,664,1036,0
2025-02-27,666,1085,0
2025-02-27,671,1049,0
2025-02-27,671,1074,0
2025-02-27,672,1060,0
2025-02-27,673,1060,0
2025-02-27,677,1067,0
2025-02-27,681,1058,0
2025-02-27,682,1032,0
2025-02-27,682,1037,0
2025-02-27,685,1035,0
2025-02-27,685,1049,0
2025-02-27,694,1063,0
2025-02-27,699,1046,0
2025-02-27,656,1105,0
2025-02-27,666,1106,0
2025-02-27,672,1093,0
2025-02-27,676,1118,0
2025-02-27,688,1123,0
2025-02-27,691,1109,0
2025-02-27,706,891,0
2025-02-27,708,899,0
2025-02-27,719,931,0
2025-02-27,733,954,0
2025-02-27,734,948,0
2025-02-27,750,959,0
2025-02-27,766,959,0
2025-02-27,704,995,0
2025-02-27,713,963,0
2025-02-27,713,1011,0
2025-02-27,715,1020,0
2025-02-27,719,982,0
2025-02-27,727,966,0
2025-02-27,729,1006,0
2025-02-27,730,1002,0
2025-02-27,731,983,0
2025-02-27,741,984,0
2025-02-27,744,963,0
2025-02-27,744,1016,0
2025-02-27,745,977,0
2025-02-27,751,978,0
2025-02-27,756,1018,0
2025-02-27,759,971,0
2025-02-27,720,1051,0
2025-02-27,725,1032,0
2025-02-27,741,1077,0
2025-02-27,743,1072,0
2025-02-27,757,1087,0
2025-02-27,761,1027,0
2025-02-27,761,1050,0
2025-02-27,710,1102,0
2025-02-27,721,1105,0
2025-02-27,730,1111,0
2025-02-27,735,1113,0
2025-02-27,737,1092,0
2025-02-27,737,1111,0
2025-02-27,752,1109,0
2025-02-27,755,1105,0
2025-02-27,768,957,0
2025-02-27,768,1022,0
2025-02-27,778,989,0
2025-02-27,781,987,0
2025-02-27,794,1017,0
2025-02-27,804,1017,0
2025-02-27,769,1052,0
2025-02-27,771,1085,0
2025-02-27,774,1034,0
2025-02-27,783,1032,0
2025-02-27,783,1076,0
2025-02-27,801,1045,0
2025-02-27,811,1086,0
2025-02-27,821,1073,0
2025-02-27,829,1067,0
2025-02-27,807,1092,0
2025-02-27,812,1092,0
2025-03-04,46,309,0
2025-03-04,55,307,1
2025-03-04,49,339,0
2025-03-04,51,348,0
2025-03-04,63,371,0
2025-03-04,63,378,0
2025-03-04,72,308,0
2025-03-04,80,301,1
2025-03-04,103,314,0
2025-03-04,109,315,1
2025-03-04,113,319,1
2025-03-04,67,356,0
2025-03-04,68,340,0
2025-03-04,69,339,0
2025-03-04,73,366,0
2025-03-04,82,383,0
2025-03-04,92,355,0
2025-03-04,93,344,0
2025-03-04,96,340,0
2025-03-04,111,351,0
2025-03-04,112,364,0
2025-03-04,114,353,0
2025-03-04,120,341,1
2025-03-04,120,380,0
2025-03-04,121,341,1
2025-03-04,123,377,0
2025-03-04,126,343,1
2025-03-04,127,374,0
2025-03-04,85,387,0
2025-03-04,89,416,0
2025-03-04,92,408,0
2025-03-04,92,418,0
2025-03-04,95,415,0
2025-03-04,111,438,0
2025-03-04,112,388,0
2025-03-04,116,386,0
2025-03-04,116,410,0
2025-03-04,120,482,0
2025-03-04,123,467,0
2025-03-04,123,472,0
2025-03-04,124,519,0
2025-03-04,84,684,0
2025-03-04,85,685,0
2025-03-04,87,671,0
2025-03-04,91,703,0
2025-03-04,94,678,0
2025-03-04,96,656,0
2025-03-04,99,687,0
2025-03-04,117,697,0
2025-03-04,125,688,0
2025-03-04,127,683,0
2025-03-04,127,718,0
2025-03-04,139,361,0
2025-03-04,139,363,0
2025-03-04,147,357,0
2025-03-04,147,378,0
2025-03-04,162,356,1
2025-03-04,164,358,1
2025-03-04,172,376,0
2025-03-04,174,377,0
2025-03-04,187,356,1
2025-03-04,132,416,0
2025-03-04,138,445,0
2025-03-04,149,396,0
2025-03-04,150,397,0
2025-03-04,150,398,0
2025-03-04,157,396,0
2025-03-04,159,391,0
2025-03-04,166,398,0
2025-03-04,168,393,0
2025-03-04,172,426,0
2025-03-04,172,442,0
2025-03-04,175,424,0
2025-03-04,180,384,0
2025-03-04,190,387,0
2025-03-04,128,490,0
2025-03-04,129,457,0
2025-03-04,148,467,0
2025-03-04,149,476,0
2025-03-04,161,467,0
2025-03-04,163,489,0
2025-03-04,166,452,0
2025-03-04,174,448,0
2025-03-04,175,449,0
2025-03-04,131,538,0
2025-03-04,133,527,0
2025-03-04,135,542,0
2025-03-04,143,551,0
2025-03-04,146,560,0
2025-03-04,146,575,0
2025-03-04,148,531,0
2025-03-04,151,512,0
2025-03-04,151,543,0
2025-03-04,153,525,0
2025-03-04,168,543,0
2025-03-04,172,558,0
2025-03-04,173,517,0
2025-03-04,182,534,0
2025-03-04,141,583,0
2025-03-04,150,580,0
2025-03-04,158,600,0
2025-03-04,159,629,0
2025-03-04,161,577,0
2025-03-04,165,614,0
2025-03-04,177,581,0
2025-03-04,177,591,0
2025-03-04,178,626,0
2025-03-04,130,692,0
2025-03-04,131,693,0
2025-03-04,132,661,0
2025-03-04,136,699,0
2025-03-04,146,664,0
2025-03-04,149,659,0
2025-03-04,151,668,0
2025-03-04,183,681,1
2025-03-04,187,672,0
2025-03-04,192,353,1
2025-03-04,197,353,0
2025-03-04,212,362,1
2025-03-04,212,364,1
2025-03-04,213,358,1
2025-03-04,214,364,1
2025-03-04,215,359,1
2025-03-04,216,371,0
2025-03-04,224,377,0
2025-03-04,238,371,0
2025-03-04,197,402,0
2025-03-04,232,431,0
2025-03-04,234,433,0
2025-03-04,196,466,0
2025-03-04,196,560,0
2025-03-04,199,528,0
2025-03-04,202,538,0
2025-03-04,203,563,0
2025-03-04,213,521,0
2025-03-04,213,548,0
2025-03-04,218,533,0
2025-03-04,220,555,0
2025-03-04,222,558,0
2025-03-04,233,562,0
2025-03-04,242,572,0
2025-03-04,245,560,0
2025-03-04,192,578,0
2025-03-04,194,622,0
2025-03-04,203,635,0
2025-03-04,212,599,0
2025-03-04,212,631,0
2025-03-04,213,590,0
2025-03-04,213,618,0
2025-03-04,216,624,0
2025-03-04,219,624,0
2025-03-04,222,636,0
2025-03-04,225,584,0
2025-03-04,225,635,0
2025-03-04,238,617,0
2025-03-04,240,628,0
2025-03-04,243,581,0
2025-03-04,247,596,0
2025-03-04,247,637,0
2025-03-04,248,601,0
2025-03-04,252,586,0
2025-03-04,194,647,0
2025-03-04,224,650,0
2025-03-04,226,643,0
2025-03-04,226,658,0
2025-03-04,227,646,0
2025-03-04,231,640,0
2025-03-04,235,644,0
2025-03-04,239,652,0
2025-03-04,247,661,0
2025-03-04,248,657,0
2025-03-04,253,669,0
2025-03-04,209,716,0
2025-03-04,210,716,0
2025-03-04,263,575,0
2025-03-04,318,563,0
2025-03-04,264,622,0
2025-03-04,265,582,0
2025-03-04,269,618,0
2025-03-04,272,624,0
2025-03-04,280,590,0
2025-03-04,314,629,1
2025-03-04,317,632,1
2025-03-04,256,675,0
2025-03-04,258,663,0
2025-03-04,269,655,0
2025-03-04,270,655,0
2025-03-04,273,667,0
2025-03-04,280,703,0
2025-03-04,284,673,0
2025-03-04,293,658,1
2025-03-04,293,665,1
2025-03-04,294,662,1
2025-03-04,298,650,1
2025-03-04,298,651,1
2025-03-04,301,659,0
2025-03-04,306,701,0
2025-03-04,312,700,0
2025-03-04,263,753,0
2025-03-04,271,757,0
2025-03-04,278,732,0
2025-03-04,282,743,0
2025-03-04,285,715,0
2025-03-04,297,759,0
2025-03-04,300,748,0
2025-03-04,310,756,0
2025-03-04,312,714,0
2025-03-04,315,706,0
2025-03-04,320,634,1
2025-03-04,323,635,1
2025-03-04,324,585,0
2025-03-04,325,636,1
2025-03-04,329,634,0
2025-03-04,336,625,1
2025-03-04,336,626,1
2025-03-04,339,597,0
2025-03-04,352,578,0
2025-03-04,355,588,1
2025-03-04,357,583,1
2025-03-04,359,580,1
2025-03-04,359,584,1
2025-03-04,360,576,1
2025-03-04,360,579,1
2025-03-04,361,581,1
2025-03-04,355,698,0
2025-03-04,366,698,0
2025-03-04,375,689,0
2025-03-04,324,750,0
2025-03-04,326,725,0
2025-03-04,328,722,0
2025-03-04,330,747,0
2025-03-04,334,748,0
2025-03-04,336,726,0
2025-03-04,339,743,0
2025-03-04,343,725,0
2025-03-04,367,748,0
2025-03-04,371,707,0
2025-03-04,372,720,0
2025-03-04,378,750,0
2025-03-04,381,726,0
2025-03-04,385,693,0
2025-03-04,410,703,0
2025-03-04,384,745,0
2025-03-04,384,761,0
2025-03-04,384,763,0
2025-03-04,388,753,0
2025-03-04,393,766,0
2025-03-04,399,711,0
2025-03-04,407,754,0
2025-03-04,414,728,0
2025-03-04,425,763,0
2025-03-04,427,730,0
2025-03-04,433,726,0
2025-03-04,444,761,0
2025-03-04,390,770,0
2025-03-04,420,781,0
2025-03-04,436,786,0
2025-03-04,443,791,0
2025-03-04,452,758,0
2025-03-04,467,779,0
2025-03-04,471,779,0
2025-03-04,473,799,0
2025-03-04,490,801,0
2025-03-04,494,805,0
2025-03-04,461,846,0
2025-03-04,468,876,0
2025-03-04,476,869,0
2025-03-04,480,875,0
2025-03-04,484,866,0
2025-03-04,505,880,0
2025-03-04,509,863,0
2025-03-04,510,854,0
2025-03-04,504,917,0
2025-03-04,515,805,0
2025-03-04,516,806,0
2025-03-04,521,821,0
2025-03-04,512,895,0
2025-03-04,514,849,0
2025-03-04,522,871,0
2025-03-04,524,854,0
2025-03-04,527,837,0
2025-03-04,535,832,0
2025-03-04,535,892,0
2025-03-04,544,842,0
2025-03-04,556,855,0
2025-03-04,566,888,0
2025-03-04,569,842,0
2025-03-04,517,912,0
2025-03-04,522,900,0
2025-03-04,524,899,0
2025-03-04,527,909,0
2025-03-04,534,929,0
2025-03-04,539,937,0
2025-03-04,545,898,0
2025-03-04,547,908,0
2025-03-04,550,943,0
2025-03-04,552,932,0
2025-03-04,561,912,0
2025-03-04,565,897,0
2025-03-04,572,916,0
2025-03-04,550,1011,0
2025-03-04,562,977,0
2025-03-04,565,972,0
2025-03-04,522,1074,0
2025-03-04,524,1078,0
2025-03-04,540,1077,0
2025-03-04,549,1050,0
2025-03-04,553,1059,0
2025-03-04,573,1026,0
2025-03-04,575,1062,0
2025-03-04,523,1095,0
2025-03-04,538,1096,0
2025-03-04,540,1150,0
2025-03-04,559,1097,0
2025-03-04,572,1128,0
2025-03-04,575,1130,0
2025-03-04,542,1181,0
2025-03-04,556,1181,0
2025-03-04,564,1162,0
2025-03-04,569,1163,0
2025-03-04,584,895,0
2025-03-04,586,854,0
2025-03-04,587,887,0
2025-03-04,589,870,0
2025-03-04,621,873,1
2025-03-04,625,873,1
2025-03-04,626,873,1
2025-03-04,629,872,1
2025-03-04,632,892,1
2025-03-04,634,874,1
2025-03-04,638,872,1
2025-03-04,638,875,0
2025-03-04,638,884,0
2025-03-04,582,920,0
2025-03-04,584,905,0
2025-03-04,591,948,0
2025-03-04,598,905,0
2025-03-04,599,928,0
2025-03-04,600,900,0
2025-03-04,612,910,0
2025-03-04,621,917,0
2025-03-04,625,924,0
2025-03-04,577,1014,0
2025-03-04,578,988,0
2025-03-04,586,1020,0
2025-03-04,589,1001,0
2025-03-04,593,981,0
2025-03-04,594,965,0
2025-03-04,603,1005,0
2025-03-04,612,1022,0
2025-03-04,615,960,1
2025-03-04,615,1008,0
2025-03-04,631,999,0
2025-03-04,576,1027,0
2025-03-04,586,1039,0
2025-03-04,604,1057,0
2025-03-04,611,1035,0
2025-03-04,623,1041,0
2025-03-04,638,1079,0
2025-03-04,588,1100,0
2025-03-04,595,1128,0
2025-03-04,609,1092,0
2025-03-04,622,1090,0
2025-03-04,640,872,1
2025-03-04,640,878,0
2025-03-04,641,872,1
2025-03-04,666,891,0
2025-03-04,668,894,0
2025-03-04,641,921,0
2025-03-04,649,953,0
2025-03-04,651,938,0
2025-03-04,652,925,0
2025-03-04,657,923,0
2025-03-04,673,923,0
2025-03-04,673,937,0
2025-03-04,682,923,0
2025-03-04,686,930,0
2025-03-04,643,1019,0
2025-03-04,644,1000,0
2025-03-04,646,1021,0
2025-03-04,652,1022,0
2025-03-04,674,967,0
2025-03-04,678,1012,0
2025-03-04,686,1017,0
2025-03-04,694,977,0
2025-03-04,695,998,0
2025-03-04,698,1000,0
2025-03-04,700,1009,0
2025-03-04,702,981,0
2025-03-04,703,1007,0
2025-03-04,644,1063,1
2025-03-04,646,1065,0
2025-03-04,647,1061,1
2025-03-04,655,1050,0
2025-03-04,658,1066,0
2025-03-04,662,1075,0
2025-03-04,675,1057,0
2025-03-04,682,1042,0
2025-03-04,683,1061,0
2025-03-04,683,1085,0
2025-03-04,685,1024,0
2025-03-04,687,1026,0
2025-03-04,692,1056,0
2025-03-04,693,1032,0
2025-03-04,695,1068,0
2025-03-04,647,1090,0
2025-03-04,649,1094,0
2025-03-04,649,1123,0
2025-03-04,668,1098,0
2025-03-04,673,1100,1
2025-03-04,675,1098,1
2025-03-04,705,908,0
2025-03-04,720,957,0
2025-03-04,723,922,0
2025-03-04,734,946,0
2025-03-04,736,934,0
2025-03-04,739,950,0
2025-03-04,718,1017,0
2025-03-04,728,986,0
2025-03-04,729,1016,0
2025-03-04,732,967,0
2025-03-04,736,998,1
2025-03-04,737,995,1
2025-03-04,738,998,1
2025-03-04,739,994,1
2025-03-04,739,999,1
2025-03-04,740,987,1
2025-03-04,740,989,1
2025-03-04,740,991,1
2025-03-04,740,996,1
2025-03-04,741,968,0
2025-03-04,742,985,1
2025-03-04,742,987,1
2025-03-04,742,994,1
2025-03-04,742,1000,0
2025-03-04,744,993,1
2025-03-04,744,994,1
2025-03-04,744,1009,1
2025-03-04,745,994,1
2025-03-04,745,1006,1
2025-03-04,745,1010,1
2025-03-04,745,1011,1
2025-03-04,747,988,1
2025-03-04,747,1011,1
2025-03-04,748,990,1
2025-03-04,748,991,1
2025-03-04,748,1023,1
2025-03-04,749,989,1
2025-03-04,749,1015,1
2025-03-04,749,1017,1
2025-03-04,750,1014,1
2025-03-04,751,1020,1
2025-03-04,752,1008,0
2025-03-04,753,999,0
2025-03-04,758,1019,0
2025-03-04,760,1008,0
2025-03-04,762,979,0
2025-03-04,763,1018,0
2025-03-04,708,1084,0
2025-03-04,710,1073,1
2025-03-04,712,1076,1
2025-03-04,713,1076,1
2025-03-04,714,1072,1
2025-03-04,714,1074,1
2025-03-04,715,1072,1
2025-03-04,715,1076,1
2025-03-04,716,1075,1
2025-03-04,716,1076,1
2025-03-04,717,1066,0
2025-03-04,717,1073,1
2025-03-04,717,1075,1
2025-03-04,718,1080,1
2025-03-04,719,1074,1
2025-03-04,721,1071,1
2025-03-04,722,1071,1
2025-03-04,722,1072,1
2025-03-04,722,1074,1
2025-03-04,722,1081,1
2025-03-04,723,1038,0
2025-03-04,723,1080,1
2025-03-04,723,1085,1
2025-03-04,724,1050,0
2025-03-04,724,1067,1
2025-03-04,724,1077,1
2025-03-04,724,1079,1
2025-03-04,725,1072,1
2025-03-04,725,1084,1
2025-03-04,726,1072,1
2025-03-04,726,1075,1
2025-03-04,727,1064,1
2025-03-04,727,1069,1
2025-03-04,727,1072,1
2025-03-04,727,1077,1
2025-03-04,727,1086,1
2025-03-04,728,1060,1
2025-03-04,728,1064,1
2025-03-04,728,1087,1
2025-03-04,729,1065,1
2025-03-04,729,1067,1
